;Matricule;Annee_academique;Niveau;Cursus;Filiere;Age;Annee_naissance;Genre;Distance_domicile_ecole;Note_moy_CC_S1;Note_moy_SN_S1;Note_moy_CC_S2;Note_moy_SN_S2;Moyenne_S1;Moyenne_S2;Moyenne_annuelle;Nb_matieres_validees;Nb_credits_obtenus;Nb_matieres_non_validees;Nb_heures_cours_total;Nb_heures_presence;Nb_projets;Reussite;ratio_heure;encodage_dist_dom;prediction
651;20G29126;2020/2021;1;SCI ING;Tronc_commun;17;2003;F;>15km;12,66;14,98;12,74;12,31;14,05;12,48;13,26;20;60;0;420;341;3;1;0,81;2;1
652;20G86550;2020/2021;1;SCI ING;Tronc_commun;19;2001;F;5-15km;11,96;12,88;9,6;11,69;12,51;10,86;11,68;18;54;2;420;348;3;1;0,83;0;1
653;20G29976;2020/2021;1;SCI ING;Tronc_commun;17;2003;F;<5km;8,79;10,64;6,36;9,66;9,9;8,34;9,12;13;39;7;420;212;3;0;0,5;2;0
654;20G59786;2020/2021;1;SCI ING;Tronc_commun;19;2001;M;5-15km;15,05;18,38;18,22;18,73;17,05;18,52;17,79;20;60;0;420;326;3;1;0,78;0;1
655;20G82173;2020/2021;1;SCI ING;Tronc_commun;19;2001;F;5-15km;15,41;18,31;15,62;16,89;17,15;16,38;16,77;20;60;0;420;367;3;1;0,87;0;1
656;20G74044;2020/2021;1;SCI ING;Tronc_commun;19;2001;F;5-15km;11,14;12,19;12,43;15,12;11,77;14,05;12,91;20;60;0;420;401;3;1;0,95;0;1
657;20G32050;2020/2021;1;SCI ING;Tronc_commun;19;2001;F;<5km;9,84;9,17;8,08;11,98;9,44;10,42;9,93;18;54;2;420;373;3;1;0,89;2;1
658;20G28344;2020/2021;1;SCI ING;Tronc_commun;19;2001;F;<5km;9,47;9,42;12,48;14,18;9,44;13,5;11,47;19;57;1;420;328;3;1;0,78;2;1
659;20G81058;2020/2021;1;SCI ING;Tronc_commun;19;2001;M;>15km;6,58;7,92;3,88;2,67;7,39;3,16;5,27;11;33;9;420;174;3;0;0,41;2;0
660;20G14433;2020/2021;1;SCI ING;Tronc_commun;17;2003;M;<5km;13,56;12,73;14,51;12,65;13,06;13,39;13,23;20;60;0;420;391;3;1;0,93;2;1
661;20G64053;2020/2021;1;SCI ING;Tronc_commun;17;2003;M;<5km;9,65;13,39;11,44;15,32;11,9;13,77;12,83;18;54;2;420;367;3;1;0,87;2;1
662;20G29795;2020/2021;1;SCI ING;Tronc_commun;17;2003;M;>15km;5,88;4,25;7,05;4,87;4,9;5,74;5,32;11;33;9;420;260;3;0;0,62;2;0
663;20G69770;2020/2021;1;SCI ING;Tronc_commun;18;2002;M;>15km;9,88;12,57;11,55;9,53;11,49;10,34;10,91;20;60;0;420;336;3;1;0,8;2;1
664;20G93588;2020/2021;1;SCI ING;Tronc_commun;19;2001;F;>15km;10,4;6,39;7,52;7,85;8;7,72;7,86;8;24;12;420;314;3;0;0,75;2;0
665;20G73944;2020/2021;1;SCI ING;Tronc_commun;17;2003;M;>15km;1,76;6,01;0,8;4,45;4,31;2,99;3,65;14;42;6;420;242;3;0;0,58;2;0
666;20G63914;2020/2021;1;SCI ING;Tronc_commun;17;2003;M;>15km;11,65;13,32;10,48;13,54;12,65;12,31;12,48;20;60;0;420;392;3;1;0,93;2;1
667;20G46010;2020/2021;1;SCI ING;Tronc_commun;19;2001;F;<5km;13,85;14,83;14,42;15,89;14,44;15,3;14,87;20;60;0;420;354;3;1;0,84;2;1
668;20G75826;2020/2021;1;SCI ING;Tronc_commun;19;2001;F;<5km;12,72;13,61;14,4;16,92;13,25;15,91;14,58;20;60;0;420;333;3;1;0,79;2;1
669;20G24026;2020/2021;1;SCI ING;Tronc_commun;17;2003;M;<5km;13,43;17,56;16,61;14,62;15,91;15,42;15,66;20;60;0;420;337;3;1;0,8;2;1
670;20G35156;2020/2021;1;SCI ING;Tronc_commun;19;2001;F;5-15km;11,49;14,65;14,42;14,66;13,39;14,56;13,98;16;48;4;420;394;3;1;0,94;0;1
671;20G45038;2020/2021;1;SCI ING;Tronc_commun;18;2002;M;5-15km;10,96;14,87;11,98;14,53;13,3;13,51;13,41;20;60;0;420;341;3;1;0,81;0;1
672;20G63218;2020/2021;1;SCI ING;Tronc_commun;18;2002;M;>15km;12,62;9,43;12,6;13,54;10,7;13,16;11,93;20;60;0;420;391;3;1;0,93;2;1
673;20G39603;2020/2021;1;SCI ING;Tronc_commun;18;2002;M;>15km;15,16;17,61;13,72;15,61;16,63;14,86;15,74;15;45;5;420;374;3;1;0,89;2;1
674;20G95182;2020/2021;1;SCI ING;Tronc_commun;17;2003;M;5-15km;4,99;5,41;5,81;8,53;5,24;7,44;6,34;12;36;8;420;201;3;0;0,48;0;0
675;20G59710;2020/2021;1;SCI ING;Tronc_commun;18;2002;F;<5km;17,92;19,2;17,26;19;18,69;18,3;18,5;20;60;0;420;316;3;1;0,75;2;1
676;20G93459;2020/2021;1;SCI ING;Tronc_commun;17;2003;M;<5km;13,75;19;18,51;16,02;16,9;17,01;16,96;20;60;0;420;335;3;1;0,8;2;1
677;20G75517;2020/2021;1;SCI ING;Tronc_commun;18;2002;F;>15km;14,39;18,45;13,64;14,75;16,83;14,31;15,57;20;60;0;420;409;3;1;0,97;2;1
678;20G22499;2020/2021;1;SCI ING;Tronc_commun;19;2001;M;<5km;16,63;15,01;15,77;16,36;15,66;16,13;15,89;20;60;0;420;373;3;1;0,89;2;1
679;20G37710;2020/2021;1;SCI ING;Tronc_commun;19;2001;F;5-15km;15,34;15,61;13,84;17,3;15,5;15,92;15,71;20;60;0;420;336;3;1;0,8;0;1
680;20G16102;2020/2021;1;SCI ING;Tronc_commun;17;2003;F;>15km;13,71;16,67;16,27;14,63;15,48;15,29;15,39;19;57;1;420;320;3;1;0,76;2;1
681;20G83860;2020/2021;1;SCI ING;Tronc_commun;19;2001;M;<5km;4,41;6,87;1,04;6,18;5,89;4,12;5;12;36;8;420;225;3;0;0,54;2;0
682;20G51220;2020/2021;1;SCI ING;Tronc_commun;17;2003;M;>15km;15,47;13,49;13,15;11,9;14,28;12,4;13,34;20;60;0;420;322;3;1;0,77;2;1
683;20G28899;2020/2021;1;SCI ING;Tronc_commun;19;2001;F;<5km;1,69;6,31;4,08;5,81;4,47;5,12;4,79;12;36;8;420;197;3;0;0,47;2;0
684;20G49226;2020/2021;1;SCI ING;Tronc_commun;17;2003;M;>15km;12,69;15,19;9,62;14,82;14,19;12,74;13,47;20;60;0;420;370;3;1;0,88;2;1
685;20G61007;2020/2021;1;SCI ING;Tronc_commun;19;2001;F;5-15km;6,33;4,74;3,87;7,93;5,38;6,31;5,84;11;33;9;420;225;3;0;0,54;0;0
686;20G28343;2020/2021;1;SCI ING;Tronc_commun;19;2001;M;>15km;16,37;16,01;17,91;16,71;16,15;17,19;16,67;20;60;0;420;365;3;1;0,87;2;1
687;20G55332;2020/2021;1;SCI ING;Tronc_commun;17;2003;M;5-15km;17,08;17,54;15,96;16,98;17,36;16,57;16,97;20;60;0;420;406;3;1;0,97;0;1
688;20G40427;2020/2021;1;SCI ING;Tronc_commun;17;2003;F;>15km;9,37;11,73;10,46;13,68;10,78;12,39;11,59;20;60;0;420;376;3;1;0,9;2;1
689;20G90460;2020/2021;1;SCI ING;Tronc_commun;19;2001;F;5-15km;11,83;16,39;13,37;16,07;14,57;14,99;14,78;20;60;0;420;368;3;1;0,88;0;1
690;20G13883;2020/2021;1;SCI ING;Tronc_commun;19;2001;F;5-15km;2,83;3,59;7,01;8,53;3,29;7,92;5,6;12;36;8;420;277;3;0;0,66;0;0
691;20G74304;2020/2021;1;SCI ING;Tronc_commun;17;2003;F;>15km;9,94;12,47;11,76;9,42;11,46;10,36;10,91;19;57;1;420;315;3;1;0,75;2;1
692;20G59207;2020/2021;1;SCI ING;Tronc_commun;18;2002;M;>15km;14,48;14,97;12,76;16,4;14,77;14,94;14,86;17;51;3;420;397;3;1;0,95;2;1
693;20G86791;2020/2021;1;SCI ING;Tronc_commun;19;2001;F;<5km;17,49;17,89;15,09;18,04;17,73;16,86;17,3;20;60;0;420;351;3;1;0,84;2;1
694;20G91083;2020/2021;1;SCI ING;Tronc_commun;18;2002;M;>15km;13,8;14,06;12,33;14,43;13,96;13,59;13,77;20;60;0;420;324;3;1;0,77;2;1
695;20G19634;2020/2021;1;SCI ING;Tronc_commun;17;2003;F;<5km;13,35;11,64;11,07;13,78;12,32;12,7;12,51;20;60;0;420;411;3;1;0,98;2;1
696;20G59807;2020/2021;1;SCI ING;Tronc_commun;19;2001;M;>15km;15,72;14,3;13,19;14,68;14,87;14,08;14,47;20;60;0;420;379;3;1;0,9;2;1
697;20G61068;2020/2021;1;SCI ING;Tronc_commun;18;2002;F;<5km;5,92;5,82;7,82;5,79;5,86;6,6;6,23;9;27;11;420;265;3;0;0,63;2;0
698;20G21995;2020/2021;1;SCI ING;Tronc_commun;17;2003;F;5-15km;16,05;17,31;16,91;16,05;16,81;16,39;16,6;20;60;0;420;385;3;1;0,92;0;1
699;20G57175;2020/2021;1;SCI ING;Tronc_commun;18;2002;M;<5km;12,89;13,08;13,38;15,17;13;14,45;13,73;15;45;5;420;374;3;1;0,89;2;1
700;20G21442;2020/2021;3;SCI ING;GEE;20;2000;F;>15km;14,78;15,43;18,62;15,34;15,17;16,65;15,91;20;60;0;425;365;3;1;0,86;2;1
701;20G82710;2020/2021;3;SCI ING;GEE;22;1998;M;<5km;14,39;13,11;11,97;13,21;13,63;12,72;13,17;20;60;0;425;375;3;1;0,88;2;1
702;20G21746;2020/2021;3;SCI ING;Energie;21;1999;M;>15km;12,52;15,54;15,46;12,56;14,34;13,72;14,03;20;60;0;430;371;4;1;0,86;2;1
703;20G88386;2020/2021;3;SCI ING;GEE;21;1999;M;5-15km;13,78;15,05;15,58;18;14,54;17,04;15,79;20;60;0;425;397;3;1;0,93;0;1
704;20G64238;2020/2021;3;SCI ING;SDIA;21;1999;M;>15km;7,82;6,63;7,29;7,24;7,11;7,26;7,18;17;51;3;410;195;5;0;0,48;2;0
705;20G78302;2020/2021;3;SCI ING;EEAT;20;2000;F;<5km;15,4;15,41;17,17;13,72;15,4;15,1;15,25;20;60;0;420;345;4;1;0,82;2;1
706;20G28198;2020/2021;3;SCI ING;CIBI;21;1999;F;5-15km;11,41;11,97;9,48;11,83;11,75;10,89;11,32;20;60;0;420;353;4;1;0,84;0;1
707;20G29127;2020/2021;3;SCI ING;MEMA;20;2000;F;5-15km;15,32;16,11;17,72;15,3;15,8;16,27;16,03;20;60;0;415;322;4;1;0,78;0;1
708;20G65194;2020/2021;3;SCI ING;GEE;21;1999;M;5-15km;16,52;14,57;11,99;14,37;15,35;13,42;14,38;20;60;0;425;368;3;1;0,87;0;1
709;20G42990;2020/2021;3;SCI ING;EEAT;20;2000;F;>15km;11,59;14,28;10,55;11,07;13,2;10,86;12,03;20;60;0;420;353;4;1;0,84;2;1
710;20G90828;2020/2021;3;SCI ING;GEE;20;2000;M;<5km;12,35;11;9,91;12,22;11,54;11,29;11,41;20;60;0;425;361;3;1;0,85;2;1
711;20G49932;2020/2021;3;SCI ING;GEE;20;2000;F;>15km;12,49;17,25;16,89;16,43;15,35;16,61;15,98;20;60;0;425;412;3;1;0,97;2;1
712;20G59792;2020/2021;3;SCI ING;GEE;21;1999;F;5-15km;10,6;12,22;11,12;11,22;11,57;11,18;11,38;20;60;0;425;351;3;1;0,83;0;1
713;20G95332;2020/2021;3;SCI ING;MEMA;22;1998;F;5-15km;9,97;9,83;11,69;10,06;9,89;10,71;10,3;19;57;1;415;316;4;1;0,76;0;1
714;20G89064;2020/2021;3;SCI ING;MEMA;22;1998;F;5-15km;6,83;9,49;6,72;6,33;8,43;6,49;7,46;19;57;1;415;299;4;0;0,72;0;1
715;20G33283;2020/2021;3;SCI ING;CIBI;21;1999;F;>15km;11,72;15,15;15,86;14,3;13,78;14,93;14,35;20;60;0;420;343;4;1;0,82;2;1
716;20G92955;2020/2021;3;SCI ING;Energie;21;1999;M;5-15km;8,9;11,31;11,13;9,55;10,35;10,18;10,26;18;54;2;430;415;4;1;0,97;0;1
717;20G59290;2020/2021;3;SCI ING;GEE;21;1999;F;<5km;15,97;18,18;13,44;16,43;17,3;15,23;16,27;20;60;0;425;380;3;1;0,89;2;1
718;20G83905;2020/2021;3;SCI ING;Energie;20;2000;M;>15km;17,55;16,01;18,33;15,25;16,63;16,48;16,56;20;60;0;430;409;4;1;0,95;2;1
719;20G82102;2020/2021;3;SCI ING;EEAT;20;2000;F;>15km;15,65;18,82;14,97;17,48;17,56;16,48;17,02;20;60;0;420;364;4;1;0,87;2;1
720;20G37479;2020/2021;3;SCI ING;CIBI;21;1999;M;5-15km;16,32;16,01;14,05;16,69;16,13;15,64;15,89;20;60;0;420;406;4;1;0,97;0;1
721;20G98208;2020/2021;3;SCI ING;MEMA;21;1999;F;<5km;12,1;8,61;11,4;9,58;10,01;10,31;10,16;19;57;1;415;323;4;1;0,78;2;1
722;20G43119;2020/2021;3;SCI ING;MEMA;22;1998;F;5-15km;6,46;5,88;2,92;7,19;6,11;5,48;5,8;13;39;7;415;315;4;0;0,76;0;0
723;20G19694;2020/2021;3;SCI ING;Energie;21;1999;F;>15km;11,15;13,28;10,31;15,17;12,43;13,22;12,83;20;60;0;430;404;4;1;0,94;2;1
724;20G62534;2020/2021;3;SCI ING;Energie;22;1998;F;>15km;13,47;16,7;14,48;16,83;15,41;15,89;15,65;20;60;0;430;384;4;1;0,89;2;1
725;20G14818;2020/2021;3;SCI ING;EEAT;21;1999;M;<5km;16,27;16,35;18,06;16,98;16,31;17,41;16,86;20;60;0;420;373;4;1;0,89;2;1
726;20G42536;2020/2021;3;SCI ING;EEAT;22;1998;F;<5km;11,89;12,62;9,69;10,06;12,33;9,91;11,12;19;57;1;420;373;4;1;0,89;2;1
727;20G94803;2020/2021;3;SCI ING;SDIA;22;1998;F;5-15km;15,73;15,24;16,44;14,51;15,44;15,28;15,36;20;60;0;410;349;5;1;0,85;0;1
728;20G66420;2020/2021;3;SCI ING;SDIA;20;2000;M;5-15km;9,23;10,32;10,24;9,56;9,88;9,83;9,86;20;60;0;410;345;5;1;0,84;0;1
729;20G39098;2020/2021;3;SCI ING;EEAT;22;1998;M;5-15km;13,51;14,01;15,29;12,82;13,81;13,81;13,81;20;60;0;420;363;4;1;0,86;0;1
730;20G59036;2020/2021;3;SCI ING;GEE;21;1999;M;5-15km;8,32;11,37;10,55;12,89;10,15;11,95;11,05;18;54;2;425;373;3;1;0,88;0;1
731;20G13219;2020/2021;3;SCI ING;SDIA;21;1999;F;5-15km;14,92;16,1;14,9;16,48;15,63;15,85;15,74;20;60;0;410;358;5;1;0,87;0;1
732;20G21253;2020/2021;3;SCI ING;EEAT;20;2000;M;5-15km;12,39;17,89;16,38;14,65;15,69;15,34;15,52;20;60;0;420;322;4;1;0,77;0;1
733;20G50880;2020/2021;3;SCI ING;GEE;21;1999;M;>15km;8,99;9,98;10,95;10,59;9,58;10,73;10,16;18;54;2;425;353;3;1;0,83;2;1
734;20G73298;2020/2021;3;SCI ING;GEE;21;1999;M;5-15km;18,34;19,79;15,63;17,48;19,21;16,74;17,97;20;60;0;425;372;3;1;0,88;0;1
735;20G69303;2020/2021;3;SCI ING;SDIA;21;1999;F;<5km;8,02;11,97;10,96;10,67;10,39;10,79;10,59;20;60;0;410;353;5;1;0,86;2;1
736;20G25084;2020/2021;3;SCI ING;CIBI;20;2000;M;>15km;10,44;13;11,21;11,82;11,98;11,57;11,78;20;60;0;420;407;4;1;0,97;2;1
737;20G31542;2020/2021;3;SCI ING;MEMA;22;1998;M;>15km;15,44;14,37;13,76;13,98;14,8;13,89;14,35;20;60;0;415;320;4;1;0,77;2;1
738;20G30989;2020/2021;3;SCI ING;Energie;21;1999;F;5-15km;12,42;12,82;11,17;11,81;12,66;11,55;12,11;20;60;0;430;413;4;1;0,96;0;1
739;20G40389;2020/2021;3;SCI ING;EEAT;21;1999;M;<5km;9,29;10,33;11,58;13,54;9,91;12,76;11,34;20;60;0;420;338;4;1;0,8;2;1
740;20G93948;2020/2021;3;SCI ING;GEE;22;1998;F;<5km;18,15;16,12;15,99;17,04;16,93;16,62;16,78;20;60;0;425;414;3;1;0,97;2;1
741;20G90492;2020/2021;3;SCI ING;GEE;20;2000;F;5-15km;12,44;11,12;12,1;11,55;11,65;11,77;11,71;19;57;1;425;375;3;1;0,88;0;1
742;20G10583;2020/2021;3;SCI ING;MEMA;22;1998;M;5-15km;17,68;18,99;13,96;18,12;18,47;16,46;17,46;20;60;0;415;324;4;1;0,78;0;1
743;20G18200;2020/2021;3;SCI ING;SDIA;22;1998;M;5-15km;13,07;13,34;12,92;16,31;13,23;14,96;14,09;20;60;0;410;320;5;1;0,78;0;1
744;20G52727;2020/2021;3;SCI ING;GEE;20;2000;M;5-15km;14,38;14,07;13,2;18,15;14,19;16,17;15,18;20;60;0;425;404;3;1;0,95;0;1
745;20G97910;2020/2021;3;SCI ING;Energie;21;1999;F;>15km;19,21;16,24;16,03;18,43;17,43;17,47;17,45;20;60;0;430;370;4;1;0,86;2;1
746;20G60939;2020/2021;3;SCI ING;GEE;22;1998;M;5-15km;12,14;14,32;13,23;12,15;13,44;12,58;13,01;20;60;0;425;364;3;1;0,86;0;1
747;20G56135;2020/2021;3;SCI ING;Energie;21;1999;M;>15km;14,28;13,48;15,14;12,55;13,8;13,59;13,69;20;60;0;430;357;4;1;0,83;2;1
748;20G48986;2020/2021;3;SCI ING;Energie;22;1998;M;>15km;16,06;15,55;16,72;17,08;15,75;16,93;16,34;20;60;0;430;401;4;1;0,93;2;1
749;20G27556;2020/2021;3;SCI ING;SDIA;21;1999;M;5-15km;8;8,27;5,14;6,9;8,16;6,2;7,18;12;36;8;410;232;5;0;0,57;0;0
750;20G93810;2021/2022;2;ING;Tronc_commun;18;2003;M;>15km;6,62;6,26;3,57;7,51;6,41;5,94;6,17;14;42;6;420;215;3;0;0,51;2;0
751;20G46048;2021/2022;2;ING;Tronc_commun;18;2003;M;<5km;13;16,8;17,58;14,75;15,28;15,88;15,58;20;60;0;420;360;3;1;0,86;2;1
752;20G23434;2021/2022;2;ING;Tronc_commun;20;2001;M;>15km;10,96;11,48;9,93;11,34;11,27;10,77;11,02;19;57;1;420;401;3;1;0,95;2;1
753;20G65302;2021/2022;2;ING;Tronc_commun;18;2003;M;<5km;8,68;13,88;11,46;14,02;11,8;13;12,4;20;60;0;420;372;3;1;0,89;2;1
754;20G38657;2021/2022;2;ING;Tronc_commun;18;2003;M;>15km;15,63;18,23;18,05;17,34;17,19;17,62;17,41;20;60;0;420;332;3;1;0,79;2;1
755;20G36062;2021/2022;2;ING;Tronc_commun;20;2001;F;<5km;10,14;11,38;10,68;12,93;10,89;12,03;11,46;20;60;0;420;371;3;1;0,88;2;1
756;20G68878;2021/2022;1;ING;Tronc_commun;20;2001;F;<5km;13,49;11,82;10,85;12,27;12,49;11,7;12,1;20;60;0;420;365;3;1;0,87;2;1
757;20G30926;2021/2022;2;ING;Tronc_commun;20;2001;F;5-15km;10,13;11,71;12,77;9,78;11,08;10,98;11,03;19;57;1;420;377;3;1;0,9;0;1
758;20G46421;2021/2022;1;ING;Tronc_commun;18;2003;M;5-15km;16,34;18,01;12,45;14,12;17,35;13,45;15,4;20;60;0;420;400;3;1;0,95;0;1
759;20G23396;2021/2022;2;ING;Tronc_commun;18;2003;F;<5km;13,49;14,98;14,06;16,33;14,39;15,42;14,9;20;60;0;420;411;3;1;0,98;2;1
760;20G57052;2021/2022;2;ING;Tronc_commun;19;2002;F;<5km;5,97;10,53;4,54;6,64;8,71;5,8;7,25;15;45;5;420;318;3;0;0,76;2;0
761;20G70217;2021/2022;2;ING;Tronc_commun;20;2001;M;5-15km;10,15;10,74;13,35;12,55;10,51;12,87;11,69;20;60;0;420;380;3;1;0,9;0;1
762;20G20328;2021/2022;2;ING;Tronc_commun;20;2001;F;>15km;12,7;13,71;10,48;11,97;13,31;11,37;12,34;20;60;0;420;335;3;1;0,8;2;1
763;20G91070;2021/2022;2;ING;Tronc_commun;19;2002;M;>15km;18,04;19,73;16,33;19,09;19,05;17,98;18,52;20;60;0;420;388;3;1;0,92;2;1
764;20G19116;2021/2022;2;ING;Tronc_commun;18;2003;M;5-15km;17,36;15,5;13,19;16,89;16,25;15,41;15,83;20;60;0;420;385;3;1;0,92;0;1
765;20G20458;2021/2022;2;ING;Tronc_commun;18;2003;M;5-15km;12,63;15,12;13,16;14,74;14,13;14,11;14,12;20;60;0;420;377;3;1;0,9;0;1
766;20G46434;2021/2022;2;ING;Tronc_commun;19;2002;F;<5km;14,12;15,99;14,31;14,95;15,24;14,7;14,97;20;60;0;420;390;3;1;0,93;2;1
767;20G58520;2021/2022;2;ING;Tronc_commun;19;2002;M;>15km;16,13;18,82;18,76;19,27;17,74;19,07;18,41;20;60;0;420;332;3;1;0,79;2;1
768;20G44993;2021/2022;2;ING;Tronc_commun;20;2001;M;>15km;16,53;17,13;14,96;17,77;16,89;16,64;16,77;20;60;0;420;325;3;1;0,77;2;1
769;20G93227;2021/2022;2;ING;Tronc_commun;18;2003;M;<5km;3,37;7,32;6,72;4,28;5,74;5,26;5,5;16;48;4;420;312;3;0;0,74;2;0
770;20G70589;2021/2022;2;ING;Tronc_commun;19;2002;F;>15km;17,68;15,59;17,31;19,58;16,43;18,67;17,55;20;60;0;420;380;3;1;0,9;2;1
771;20G83000;2021/2022;2;ING;Tronc_commun;18;2003;F;<5km;12,16;13,88;12,21;11,25;13,19;11,63;12,41;20;60;0;420;345;3;1;0,82;2;1
772;20G40021;2021/2022;2;ING;Tronc_commun;18;2003;F;5-15km;17,73;15,11;18,18;16,06;16,15;16,91;16,53;20;60;0;420;378;3;1;0,9;0;1
773;20G45093;2021/2022;2;ING;Tronc_commun;18;2003;M;>15km;17,07;18,74;14,58;18,31;18,08;16,82;17,45;20;60;0;420;327;3;1;0,78;2;1
774;20G51245;2021/2022;2;ING;Tronc_commun;18;2003;F;5-15km;16,35;17,03;13,9;18,01;16,76;16,36;16,56;20;60;0;420;331;3;1;0,79;0;1
775;20G94259;2021/2022;2;ING;Tronc_commun;19;2002;M;5-15km;11,18;10,81;11,76;10,35;10,95;10,91;10,93;20;60;0;420;331;3;1;0,79;0;1
776;20G28301;2021/2022;2;ING;Tronc_commun;18;2003;F;>15km;16,44;15,64;17,29;17,25;15,96;17,27;16,61;20;60;0;420;373;3;1;0,89;2;1
777;20G86622;2021/2022;2;ING;Tronc_commun;19;2002;F;5-15km;14,83;15,84;14,23;12,21;15,43;13,02;14,23;20;60;0;420;396;3;1;0,94;0;1
778;20G38746;2021/2022;2;ING;Tronc_commun;18;2003;F;<5km;15,85;15,18;16,76;16,99;15,45;16,9;16,18;20;60;0;420;325;3;1;0,77;2;1
779;20G16175;2021/2022;1;ING;Tronc_commun;18;2003;M;>15km;14,69;11,5;15,07;14,66;12,78;14,82;13,8;20;60;0;420;375;3;1;0,89;2;1
780;20G30969;2021/2022;2;ING;Tronc_commun;20;2001;F;>15km;10,41;14,87;10,66;14,04;13,09;12,69;12,89;20;60;0;420;352;3;1;0,84;2;1
781;20G18326;2021/2022;1;ING;Tronc_commun;19;2002;F;>15km;8,17;11,84;12,99;10,96;10,37;11,77;11,07;19;57;1;420;349;3;1;0,83;2;1
782;20G71348;2021/2022;1;ING;Tronc_commun;20;2001;F;>15km;12,36;12,96;14,15;13,28;12,72;13,63;13,17;15;45;5;420;364;3;1;0,87;2;1
783;20G11504;2021/2022;2;ING;Tronc_commun;20;2001;M;>15km;13,02;10,36;8,47;12,42;11,42;10,84;11,13;20;60;0;420;372;3;1;0,89;2;1
784;20G80381;2021/2022;2;ING;Tronc_commun;19;2002;F;<5km;12,43;15,25;11,3;15,42;14,12;13,77;13,95;20;60;0;420;377;3;1;0,9;2;1
785;20G48469;2021/2022;2;ING;Tronc_commun;19;2002;M;5-15km;12,64;12,63;14,11;13,92;12,64;13,99;13,32;20;60;0;420;345;3;1;0,82;0;1
786;20G10425;2021/2022;2;ING;Tronc_commun;20;2001;F;>15km;16,75;14,94;16,37;14,49;15,67;15,24;15,46;20;60;0;420;320;3;1;0,76;2;1
787;20G33416;2021/2022;2;ING;Tronc_commun;20;2001;M;>15km;10,73;10,73;8,64;14,21;10,73;11,98;11,35;18;54;2;420;396;3;1;0,94;2;1
788;20G49117;2021/2022;2;ING;Tronc_commun;20;2001;M;<5km;13,78;14,54;13,28;17,56;14,24;15,85;15,04;20;60;0;420;404;3;1;0,96;2;1
789;20G59009;2021/2022;2;ING;Tronc_commun;18;2003;M;>15km;11,04;14,01;12,19;13,32;12,82;12,87;12,84;20;60;0;420;375;3;1;0,89;2;1
790;20G52487;2021/2022;2;ING;Tronc_commun;19;2002;M;<5km;13,3;13,93;17,72;14,91;13,68;16,04;14,86;20;60;0;420;320;3;1;0,76;2;1
791;20G57576;2021/2022;2;ING;Tronc_commun;19;2002;M;<5km;8,71;11,48;12,53;11,23;10,37;11,75;11,06;20;60;0;420;357;3;1;0,85;2;1
792;20G41571;2021/2022;1;ING;Tronc_commun;20;2001;M;<5km;14,95;17,71;16,73;13,45;16,61;14,77;15,69;20;60;0;420;390;3;1;0,93;2;1
793;20G73699;2021/2022;2;ING;Tronc_commun;18;2003;M;<5km;15,63;14,1;15,62;15,46;14,71;15,52;15,12;20;60;0;420;339;3;1;0,81;2;1
794;20G96474;2021/2022;1;ING;Tronc_commun;19;2002;M;5-15km;16,27;16,59;11,79;15,84;16,46;14,22;15,34;20;60;0;420;348;3;1;0,83;0;1
795;20G79163;2021/2022;2;ING;Tronc_commun;20;2001;F;<5km;2,46;2,45;4,95;3,07;2,45;3,82;3,14;15;45;5;420;307;3;0;0,73;2;0
796;20G80686;2021/2022;2;ING;Tronc_commun;20;2001;M;>15km;9,23;9,21;8,94;8,35;9,22;8,58;8,9;19;57;1;420;333;3;1;0,79;2;1
797;20G50857;2021/2022;2;ING;Tronc_commun;19;2002;F;5-15km;12,9;14,53;13,33;16,82;13,88;15,43;14,65;20;60;0;420;402;3;1;0,96;0;1
798;20G77839;2021/2022;2;ING;Tronc_commun;19;2002;M;<5km;4,89;4,55;8,63;4,27;4,69;6,01;5,35;14;42;6;420;218;3;0;0,52;2;0
799;20G39451;2021/2022;2;ING;Tronc_commun;18;2003;F;<5km;10,99;11,21;13,3;11;11,12;11,92;11,52;18;54;2;420;376;3;1;0,9;2;1
800;20G87110;2021/2022;2;ING;Tronc_commun;20;2001;M;>15km;8,35;13,54;8,95;13,1;11,46;11,44;11,45;20;60;0;420;367;3;1;0,87;2;1
801;20G38864;2021/2022;2;ING;Tronc_commun;18;2003;M;>15km;6,19;2,94;5,62;2,47;4,24;3,73;3,99;15;45;5;420;311;3;0;0,74;2;0
802;20G92719;2021/2022;1;ING;Tronc_commun;18;2003;M;<5km;10,1;11,95;11,84;12,65;11,21;12,33;11,77;20;60;0;420;394;3;1;0,94;2;1
803;20G14117;2021/2022;2;ING;Tronc_commun;19;2002;M;>15km;6,44;7,95;6,97;8,5;7,34;7,89;7,62;8;24;12;420;234;3;0;0,56;2;0
804;20G41195;2021/2022;2;ING;Tronc_commun;19;2002;F;<5km;12,16;15,81;12,19;13,91;14,35;13,22;13,79;20;60;0;420;363;3;1;0,86;2;1
805;20G80678;2021/2022;2;ING;Tronc_commun;18;2003;F;<5km;17,07;17,6;14,15;17,11;17,39;15,92;16,66;20;60;0;420;323;3;1;0,77;2;1
806;20G71993;2021/2022;2;ING;Tronc_commun;19;2002;M;<5km;12,09;11,22;11,39;15,8;11,57;14,03;12,8;20;60;0;420;407;3;1;0,97;2;1
