Matricule,Annee_academique,Niveau,Cursus,Filiere,Age,Annee_naissance,Genre,Distance_domicile_ecole,Travaille,Note_moy_CC_S1,Note_moy_SN_S1,Note_moy_CC_S2,Note_moy_SN_S2,Moyenne_S1,Moyenne_S2,Moyenne_annuelle,Nb_matieres_validees,Nb_credits_obtenus,Nb_matieres_non_validees,Nb_heures_cours_total,Nb_heures_presence,Nb_projets,Reussite
20G25448,2022/2023,3,ING,GMP,19,2003,F,<5km,NON,9.46,12.04,12.54,10.2,11.01,11.14,11.07,18,54,2,435,416,4,1
20G33992,2022/2023,2,ING,Tronc_commun,20,2002,M,>15km,NON,10.16,9.47,10.5,10.35,9.75,10.41,10.08,19,57,1,420,346,3,1
20G60916,2022/2023,3,ING,GQHSE,20,2002,M,>15km,NON,9.62,9.54,8.2,11.01,9.57,9.89,9.73,14,42,6,420,255,4,0
20G60293,2022/2023,3,ING,GAM,20,2002,M,5-15km,NON,11.29,11.76,13.28,13.27,11.57,13.28,12.42,19,57,1,430,369,4,1
20G93296,2022/2023,2,ING,Tronc_commun,21,2001,M,>15km,NON,15.5,16.24,14.99,19.06,15.94,17.43,16.69,18,54,2,420,347,3,1
20G31871,2022/2023,3,ING,GAM,20,2002,F,<5km,NON,17.04,17.31,16.16,17.7,17.2,17.09,17.14,20,60,0,430,331,4,1
20G34523,2022/2023,3,ING,GAM,20,2002,F,>15km,NON,16.58,16.75,16.28,16.58,16.68,16.46,16.57,20,60,0,430,406,4,1
20G17026,2022/2023,3,ING,GCI,20,2002,M,5-15km,NON,9.56,10.17,13.02,13.15,9.92,13.1,11.51,18,54,2,440,373,4,1
20G27895,2022/2023,3,ING,GPR,19,2003,F,>15km,NON,13.12,12.88,10.21,11.75,12.98,11.13,12.06,20,60,0,425,387,4,1
20G76248,2022/2023,2,ING,Tronc_commun,21,2001,F,5-15km,NON,15.52,16.05,16.02,14.56,15.84,15.14,15.49,18,54,2,420,376,3,1
20G99744,2022/2023,3,ING,GQHSE,20,2002,F,>15km,NON,10.0,12.89,11.26,10.28,11.73,10.67,11.2,18,54,2,420,335,4,1
20G68176,2022/2023,3,ING,GMP,20,2002,M,<5km,NON,12.02,9.9,9.51,12.61,10.75,11.37,11.06,19,57,1,435,358,4,1
20G84107,2022/2023,3,ING,GCI,19,2003,M,5-15km,NON,14.27,13.89,13.41,15.63,14.04,14.74,14.39,19,57,1,440,416,4,1
20G14285,2022/2023,3,ING,GPR,20,2002,M,>15km,NON,17.28,17.54,14.83,14.48,17.43,14.62,16.03,20,60,0,425,361,4,1
20G47836,2022/2023,2,ING,Tronc_commun,19,2003,F,>15km,NON,18.34,19.4,18.53,17.57,18.98,17.95,18.46,18,54,2,420,384,3,1
20G74921,2022/2023,2,ING,Tronc_commun,21,2001,M,>15km,NON,17.78,16.66,17.95,19.86,17.11,19.1,18.1,18,54,2,420,365,3,1
20G24969,2022/2023,2,ING,Tronc_commun,20,2002,F,>15km,NON,5.98,6.62,5.35,4.44,6.36,4.81,5.58,15,45,5,420,175,3,0
20G15453,2022/2023,3,ING,GESI,21,2001,F,>15km,NON,15.02,16.02,17.46,15.4,15.62,16.22,15.92,19,57,1,425,330,5,1
20G38644,2022/2023,3,ING,GIT,20,2002,M,>15km,NON,14.1,14.09,13.67,14.21,14.09,14.0,14.04,20,60,0,430,375,5,1
20G95678,2022/2023,3,ING,GAM,19,2003,F,<5km,NON,15.16,16.36,13.13,14.93,15.88,14.21,15.04,19,57,1,430,381,4,1
20G68947,2022/2023,2,ING,Tronc_commun,20,2002,F,<5km,NON,10.37,10.14,13.03,10.8,10.24,11.69,10.96,20,60,0,420,351,3,1
20G67549,2022/2023,3,ING,GQHSE,19,2003,M,<5km,NON,7.57,8.58,7.4,6.27,8.17,6.73,7.45,8,24,12,420,310,4,0
20G87060,2022/2023,3,ING,GM,21,2001,F,>15km,NON,14.23,17.81,17.12,16.17,16.38,16.55,16.46,18,54,2,440,423,4,1
20G89988,2022/2023,2,ING,Tronc_commun,21,2001,F,<5km,NON,15.65,15.95,15.67,17.84,15.83,16.97,16.4,20,60,0,420,372,3,1
20G90760,2022/2023,3,ING,GAM,19,2003,M,<5km,NON,12.54,11.61,11.14,13.31,11.98,12.44,12.21,20,60,0,430,388,4,1
20G17780,2022/2023,3,ING,GPR,21,2001,F,>15km,NON,13.39,14.67,16.9,16.07,14.16,16.4,15.28,19,57,1,425,377,4,1
20G46842,2022/2023,3,ING,GPR,21,2001,M,5-15km,NON,12.84,15.29,12.92,12.95,14.31,12.94,13.62,20,60,0,425,370,4,1
20G48356,2022/2023,1,ING,Tronc_commun,20,2002,F,>15km,NON,12.84,12.76,14.49,13.51,12.79,13.9,13.35,17,51,3,420,365,3,1
20G99037,2022/2023,2,ING,Tronc_commun,19,2003,M,5-15km,NON,5.76,4.98,5.65,4.36,5.29,4.88,5.08,8,24,12,420,286,3,0
20G17770,2022/2023,3,ING,GMP,20,2002,M,>15km,OUI,11.39,9.15,11.29,8.92,10.04,9.87,9.96,19,57,1,435,250,4,1
20G27392,2022/2023,2,ING,Tronc_commun,19,2003,M,>15km,NON,14.87,13.83,13.74,15.14,14.25,14.58,14.41,20,60,0,420,378,3,1
20G52217,2022/2023,3,ING,GESI,19,2003,F,5-15km,NON,15.29,15.42,11.51,14.69,15.37,13.42,14.39,20,60,0,425,345,5,1
20G28634,2022/2023,3,ING,GCI,21,2001,F,>15km,NON,13.24,16.38,15.13,14.47,15.12,14.73,14.93,20,60,0,440,365,4,1
20G64293,2022/2023,2,ING,Tronc_commun,20,2002,F,<5km,NON,18.21,19.52,18.3,18.21,19.0,18.24,18.62,19,57,1,420,404,3,1
20G93050,2022/2023,2,ING,Tronc_commun,19,2003,F,>15km,NON,12.89,12.76,14.68,14.64,12.82,14.65,13.73,19,57,1,420,346,3,1
20G46467,2022/2023,3,ING,GIT,21,2001,F,5-15km,NON,17.86,17.82,17.65,18.27,17.84,18.03,17.93,20,60,0,430,326,5,1
20G73968,2022/2023,2,ING,Tronc_commun,20,2002,M,>15km,NON,12.3,12.59,15.76,14.49,12.47,15.0,13.73,18,54,2,420,347,3,1
20G22208,2022/2023,1,ING,Tronc_commun,21,2001,F,>15km,NON,17.47,19.8,18.65,16.35,18.87,17.27,18.07,20,60,0,420,316,3,1
20G97050,2022/2023,3,ING,GE,21,2001,F,<5km,NON,6.15,5.88,6.02,6.81,5.99,6.49,6.24,9,27,11,435,286,4,0
20G80048,2022/2023,3,ING,GQHSE,20,2002,M,5-15km,NON,12.84,14.41,13.15,14.88,13.78,14.19,13.98,20,60,0,420,323,4,1
20G37767,2022/2023,3,ING,GMP,20,2002,F,5-15km,OUI,6.86,8.28,7.7,9.61,7.71,8.85,8.28,9,27,11,435,306,4,0
20G47171,2022/2023,3,ING,GCI,20,2002,M,>15km,NON,15.55,17.32,13.47,17.01,16.61,15.6,16.1,18,54,2,440,353,4,1
20G73614,2022/2023,3,ING,GPR,20,2002,M,<5km,NON,13.48,14.18,12.27,13.89,13.9,13.24,13.57,20,60,0,425,360,4,1
20G23051,2022/2023,3,ING,GQHSE,21,2001,F,<5km,NON,11.02,11.6,9.88,12.54,11.37,11.48,11.42,18,54,2,420,325,4,1
20G26284,2022/2023,2,ING,Tronc_commun,19,2003,F,5-15km,NON,8.6,8.47,8.15,9.52,8.52,8.97,8.75,11,33,9,420,203,3,0
20G10088,2022/2023,2,ING,Tronc_commun,20,2002,M,>15km,NON,11.28,12.87,11.73,12.09,12.23,11.94,12.09,18,54,2,420,363,3,1
20G27290,2022/2023,3,ING,Météorologie,21,2001,F,<5km,NON,7.42,8.74,6.63,9.87,8.21,8.57,8.39,8,24,12,415,174,4,0
20G45916,2022/2023,2,ING,Tronc_commun,19,2003,F,5-15km,NON,12.96,14.45,15.42,15.49,13.85,15.46,14.66,20,60,0,420,326,3,1
20G20803,2022/2023,3,ING,GQHSE,20,2002,M,<5km,NON,5.01,3.38,4.14,4.63,4.03,4.43,4.23,17,51,3,420,175,4,0
20G61949,2022/2023,3,ING,GIT,21,2001,F,>15km,OUI,8.6,6.41,8.76,10.16,7.28,9.6,8.44,11,33,9,430,251,5,0
20G40689,2022/2023,3,ING,Météorologie,20,2002,M,>15km,NON,9.08,11.76,9.95,11.76,10.69,11.04,10.86,18,54,2,415,353,4,1
20G22475,2022/2023,3,ING,GQHSE,19,2003,M,5-15km,OUI,16.1,14.48,16.44,15.83,15.13,16.08,15.6,20,60,0,420,264,4,1
20G20215,2022/2023,1,ING,Tronc_commun,19,2003,M,>15km,NON,6.36,5.9,6.31,8.66,6.08,7.72,6.9,12,36,8,420,173,3,0
20G99126,2022/2023,3,ING,GPR,20,2002,M,<5km,NON,15.5,15.5,12.86,13.48,15.5,13.23,14.37,20,60,0,425,375,4,1
20G55032,2022/2023,2,ING,Tronc_commun,19,2003,F,>15km,NON,13.59,14.87,15.3,13.36,14.36,14.14,14.25,19,57,1,420,347,3,1
20G27324,2022/2023,3,ING,GCI,20,2002,M,<5km,NON,5.69,5.24,5.97,4.96,5.42,5.36,5.39,13,39,7,440,192,4,0
20G60209,2022/2023,1,ING,Tronc_commun,19,2003,M,<5km,NON,14.39,11.85,11.58,15.23,12.86,13.77,13.32,18,54,2,420,324,3,1
20G51071,2022/2023,3,ING,GAM,20,2002,F,<5km,NON,14.19,14.8,15.72,15.63,14.56,15.67,15.11,20,60,0,430,418,4,1
20G60164,2022/2023,3,ING,GE,19,2003,M,<5km,NON,18.07,16.93,16.77,18.81,17.38,17.99,17.69,18,54,2,435,412,4,1
20G79534,2022/2023,3,ING,GCI,21,2001,M,>15km,NON,16.44,16.76,16.0,13.46,16.64,14.48,15.56,19,57,1,440,400,4,1
20G95199,2022/2023,2,ING,Tronc_commun,19,2003,F,5-15km,NON,11.09,11.47,12.05,13.65,11.32,13.01,12.16,19,57,1,420,375,3,1
20G37925,2022/2023,1,ING,Tronc_commun,21,2001,M,5-15km,NON,11.66,12.68,11.9,13.94,12.27,13.13,12.7,17,51,3,420,361,3,1
20G90750,2022/2023,3,ING,GQHSE,21,2001,F,<5km,OUI,13.01,15.96,13.37,15.68,14.78,14.76,14.77,19,57,1,420,266,4,1
20G21362,2022/2023,3,ING,GIT,19,2003,M,<5km,NON,12.13,11.31,13.04,13.97,11.64,13.6,12.62,19,57,1,430,413,5,1
20G87276,2022/2023,2,ING,Tronc_commun,21,2001,F,5-15km,NON,8.53,12.78,11.99,9.08,11.08,10.24,10.66,18,54,2,420,361,3,1
20G66280,2022/2023,3,ING,GESI,20,2002,M,<5km,NON,16.33,16.32,17.02,16.49,16.32,16.7,16.51,20,60,0,425,378,5,1
20G46302,2022/2023,3,ING,GESI,21,2001,M,<5km,OUI,13.67,12.88,13.15,12.97,13.19,13.04,13.12,20,60,0,425,265,5,1
20G82534,2022/2023,1,ING,Tronc_commun,21,2001,F,>15km,NON,14.36,13.92,13.48,14.75,14.1,14.24,14.17,18,54,2,420,397,3,1
20G13515,2022/2023,2,ING,Tronc_commun,21,2001,F,<5km,NON,13.29,13.43,14.21,15.27,13.38,14.84,14.11,20,60,0,420,364,3,1
20G77862,2022/2023,3,ING,GMP,21,2001,M,>15km,NON,10.46,10.88,9.29,12.66,10.71,11.31,11.01,19,57,1,435,327,4,1
20G61347,2022/2023,1,ING,Tronc_commun,20,2002,M,<5km,NON,9.57,10.89,7.72,9.01,10.36,8.5,9.43,8,24,12,420,223,3,0
20G74865,2022/2023,3,ING,GQHSE,20,2002,M,<5km,NON,13.84,17.1,14.38,15.07,15.79,14.8,15.29,19,57,1,420,322,4,1
20G75481,2022/2023,2,ING,Tronc_commun,21,2001,M,>15km,NON,16.21,15.11,16.62,15.29,15.55,15.82,15.69,18,54,2,420,405,3,1
20G11581,2022/2023,3,ING,GIT,20,2002,F,<5km,NON,14.56,14.3,14.93,14.76,14.41,14.82,14.62,20,60,0,430,334,5,1
20G60703,2022/2023,3,ING,GM,21,2001,F,5-15km,NON,13.17,13.54,14.09,14.43,13.39,14.29,13.84,18,54,2,440,407,4,1
20G81612,2022/2023,3,ING,GQHSE,21,2001,M,5-15km,NON,6.03,7.19,7.22,5.29,6.73,6.06,6.39,19,57,1,420,297,4,0
20G19567,2022/2023,2,ING,Tronc_commun,19,2003,M,<5km,NON,16.54,16.52,14.68,16.48,16.53,15.76,16.14,20,60,0,420,401,3,1
20G44365,2022/2023,3,ING,GPR,19,2003,M,<5km,OUI,4.82,7.14,6.82,9.06,6.21,8.17,7.19,18,54,2,425,250,4,0
20G62163,2022/2023,2,ING,Tronc_commun,21,2001,F,>15km,NON,11.88,12.06,10.71,13.78,11.99,12.55,12.27,20,60,0,420,334,3,1
20G75673,2022/2023,3,ING,GE,20,2002,F,>15km,NON,19.02,18.76,17.98,18.15,18.86,18.08,18.47,18,54,2,435,402,4,1
20G62727,2022/2023,3,ING,GPR,19,2003,M,5-15km,NON,17.07,17.02,16.68,15.19,17.04,15.78,16.41,20,60,0,425,348,4,1
20G20957,2022/2023,3,ING,GPR,20,2002,M,>15km,NON,11.25,12.15,11.63,11.58,11.79,11.6,11.69,18,54,2,425,392,4,1
20G36633,2022/2023,3,ING,GM,19,2003,F,5-15km,OUI,10.84,12.21,11.78,15.12,11.66,13.78,12.72,20,60,0,440,271,4,1
20G86865,2022/2023,2,ING,Tronc_commun,21,2001,M,5-15km,NON,15.76,15.81,13.4,15.61,15.79,14.73,15.26,18,54,2,420,318,3,1
20G67342,2022/2023,2,ING,Tronc_commun,21,2001,M,<5km,NON,13.05,14.68,12.08,13.92,14.03,13.18,13.61,20,60,0,420,360,3,1
20G42044,2022/2023,3,ING,GMP,19,2003,F,<5km,NON,12.7,9.86,12.13,11.09,11.0,11.51,11.25,19,57,1,435,424,4,1
20G69424,2022/2023,3,ING,GPR,21,2001,M,5-15km,NON,12.07,14.1,10.03,12.9,13.29,11.75,12.52,19,57,1,425,331,4,1
20G97304,2022/2023,2,ING,Tronc_commun,21,2001,M,<5km,NON,10.52,12.96,12.66,12.0,11.99,12.26,12.13,18,54,2,420,389,3,1
20G11660,2022/2023,2,ING,Tronc_commun,21,2001,M,>15km,NON,14.88,12.32,15.39,11.91,13.34,13.3,13.32,20,60,0,420,369,3,1
20G11487,2022/2023,3,ING,GAM,19,2003,F,5-15km,NON,11.81,8.82,11.19,12.18,10.02,11.79,10.9,20,60,0,430,325,4,1
20G78551,2022/2023,2,ING,Tronc_commun,21,2001,F,<5km,NON,12.03,12.89,13.08,14.15,12.54,13.72,13.13,19,57,1,420,393,3,1
20G58741,2022/2023,3,ING,Météorologie,19,2003,F,>15km,OUI,16.04,17.8,14.83,16.84,17.1,16.04,16.57,20,60,0,415,239,4,1
20G25473,2022/2023,2,ING,Tronc_commun,19,2003,F,5-15km,NON,15.19,12.84,16.26,14.79,13.78,15.38,14.58,19,57,1,420,403,3,1
20G45649,2022/2023,3,ING,GMP,21,2001,M,5-15km,NON,14.03,13.89,14.12,13.52,13.95,13.76,13.85,20,60,0,435,409,4,1
20G85582,2022/2023,2,ING,Tronc_commun,21,2001,M,5-15km,NON,12.7,10.88,10.65,9.76,11.61,10.12,10.86,18,54,2,420,405,3,1
20G69663,2022/2023,3,ING,GQHSE,21,2001,F,<5km,NON,16.18,16.59,15.42,17.83,16.42,16.86,16.64,20,60,0,420,405,4,1
20G75484,2022/2023,3,ING,GPR,21,2001,M,5-15km,NON,17.19,17.36,15.46,15.96,17.29,15.76,16.53,18,54,2,425,354,4,1
20G30618,2022/2023,2,ING,Tronc_commun,20,2002,M,>15km,NON,18.61,19.88,17.38,18.79,19.37,18.23,18.8,18,54,2,420,341,3,1
20G98358,2022/2023,3,ING,GQHSE,21,2001,M,<5km,OUI,12.27,12.88,13.84,13.82,12.64,13.83,13.23,20,60,0,420,319,4,1
20G76692,2022/2023,2,ING,Tronc_commun,19,2003,M,<5km,NON,15.23,16.47,17.73,17.26,15.98,17.45,16.71,19,57,1,420,404,3,1
20G42053,2022/2023,2,ING,Tronc_commun,19,2003,F,5-15km,NON,5.02,6.03,6.52,6.68,5.63,6.62,6.12,10,30,10,420,285,3,0
20G60197,2022/2023,3,ING,GPR,19,2003,M,<5km,NON,15.28,17.03,15.1,16.22,16.33,15.77,16.05,19,57,1,425,324,4,1
20G82465,2022/2023,3,ING,GESI,21,2001,F,<5km,NON,12.66,15.34,14.03,12.6,14.27,13.17,13.72,20,60,0,425,346,5,1
20G52179,2022/2023,2,ING,Tronc_commun,19,2003,F,>15km,NON,14.12,13.0,14.26,13.48,13.45,13.79,13.62,20,60,0,420,409,3,1
20G51934,2022/2023,3,ING,GCI,20,2002,M,>15km,NON,16.27,17.51,14.6,17.06,17.01,16.08,16.55,19,57,1,440,402,4,1
20G58864,2022/2023,3,ING,GPR,19,2003,M,<5km,NON,18.5,17.63,18.48,19.5,17.98,19.09,18.54,18,54,2,425,355,4,1
20G39253,2022/2023,3,ING,GE,21,2001,M,5-15km,NON,18.4,15.79,15.64,15.07,16.83,15.3,16.07,20,60,0,435,369,4,1
20G19034,2022/2023,2,ING,Tronc_commun,20,2002,F,5-15km,NON,9.74,8.02,9.88,9.49,8.71,9.65,9.18,14,42,6,420,194,3,0
20G52899,2022/2023,3,ING,GESI,19,2003,F,<5km,OUI,7.23,9.58,9.02,6.96,8.64,7.79,8.21,16,48,4,425,261,5,0
20G58354,2022/2023,2,ING,Tronc_commun,19,2003,F,>15km,NON,11.24,11.87,13.47,13.11,11.62,13.26,12.44,19,57,1,420,388,3,1
20G49834,2022/2023,3,ING,GCI,21,2001,M,5-15km,NON,13.48,14.07,11.67,13.87,13.83,12.99,13.41,20,60,0,440,391,4,1
20G58270,2022/2023,3,ING,GESI,21,2001,F,<5km,NON,12.45,15.12,15.4,15.78,14.05,15.63,14.84,20,60,0,425,391,5,1
20G81638,2022/2023,3,ING,GE,19,2003,M,<5km,NON,10.46,11.28,12.6,13.17,10.95,12.94,11.95,18,54,2,435,332,4,1
20G63744,2022/2023,3,ING,GIT,19,2003,M,>15km,NON,11.45,13.66,11.15,14.77,12.78,13.33,13.05,18,54,2,430,369,5,1
20G55406,2022/2023,3,ING,GPR,21,2001,M,5-15km,NON,10.51,13.01,10.66,9.98,12.01,10.25,11.13,18,54,2,425,353,4,1
20G10191,2022/2023,3,ING,Météorologie,21,2001,F,>15km,NON,12.58,13.51,15.15,15.35,13.13,15.27,14.2,18,54,2,415,316,4,1
20G50306,2022/2023,3,ING,GIT,19,2003,M,>15km,OUI,11.99,13.87,12.93,15.94,13.12,14.74,13.93,19,57,1,430,350,5,1
20G41217,2022/2023,3,ING,Météorologie,20,2002,F,<5km,NON,12.41,10.16,9.85,11.92,11.06,11.09,11.08,18,54,2,415,368,4,1
20G28661,2022/2023,3,ING,GPR,21,2001,F,<5km,NON,17.14,14.41,16.03,16.84,15.5,16.52,16.01,18,54,2,425,359,4,1
20G15754,2022/2023,3,ING,GE,19,2003,F,>15km,NON,15.36,15.73,17.23,14.78,15.58,15.76,15.67,18,54,2,435,367,4,1
20G58823,2022/2023,3,ING,GQHSE,20,2002,M,>15km,NON,12.98,15.38,12.14,14.08,14.42,13.31,13.86,19,57,1,420,315,4,1
20G22527,2022/2023,1,ING,Tronc_commun,21,2001,M,>15km,NON,14.53,14.05,14.56,15.51,14.24,15.13,14.69,19,57,1,420,378,3,1
20G61688,2022/2023,3,ING,GPR,19,2003,M,5-15km,NON,12.19,9.66,9.64,8.83,10.67,9.16,9.91,19,57,1,425,354,4,1
20G96827,2022/2023,3,ING,GPR,19,2003,M,5-15km,NON,19.04,17.58,19.01,17.26,18.16,17.96,18.06,18,54,2,425,359,4,1
20G44208,2022/2023,3,ING,GQHSE,20,2002,F,>15km,NON,12.78,15.41,12.26,15.23,14.36,14.04,14.2,19,57,1,420,402,4,1
20G52762,2022/2023,2,ING,Tronc_commun,20,2002,F,5-15km,OUI,15.84,14.65,14.05,15.69,15.12,15.03,15.08,18,54,2,420,304,3,1
20G40619,2022/2023,2,ING,Tronc_commun,19,2003,M,<5km,NON,15.12,17.63,14.98,17.14,16.62,16.28,16.45,19,57,1,420,398,3,1
20G86638,2022/2023,3,ING,GM,19,2003,M,<5km,NON,13.49,14.58,13.38,15.91,14.14,14.9,14.52,19,57,1,440,378,4,1
20G31544,2022/2023,3,ING,GMP,20,2002,F,5-15km,OUI,12.35,10.82,9.86,12.47,11.43,11.42,11.43,18,54,2,435,365,4,1
20G63282,2022/2023,3,ING,GPR,19,2003,F,<5km,NON,15.41,16.47,17.15,17.73,16.05,17.5,16.77,19,57,1,425,326,4,1
20G69233,2022/2023,2,ING,Tronc_commun,20,2002,F,5-15km,NON,17.5,18.15,17.92,18.68,17.89,18.37,18.13,20,60,0,420,361,3,1
20G25717,2022/2023,3,ING,GE,19,2003,M,>15km,NON,12.23,12.18,10.99,9.5,12.2,10.1,11.15,19,57,1,435,381,4,1
20G49874,2022/2023,3,ING,GCI,21,2001,M,<5km,NON,11.98,15.52,11.51,12.06,14.1,11.84,12.97,20,60,0,440,418,4,1
20G52964,2022/2023,3,ING,GMP,19,2003,M,>15km,OUI,10.75,12.39,9.63,12.52,11.74,11.36,11.55,19,57,1,435,347,4,1
20G42534,2022/2023,3,ING,GIT,20,2002,F,>15km,NON,14.43,15.13,16.02,16.12,14.85,16.08,15.46,20,60,0,430,327,5,1
20G16416,2022/2023,2,ING,Tronc_commun,21,2001,F,5-15km,NON,16.55,16.91,18.42,19.6,16.77,19.12,17.95,20,60,0,420,364,3,1
20G32789,2022/2023,1,ING,Tronc_commun,19,2003,F,5-15km,NON,4.39,8.12,5.93,7.82,6.63,7.07,6.85,10,30,10,420,237,3,0
20G82869,2022/2023,2,ING,Tronc_commun,21,2001,M,<5km,NON,16.88,16.66,17.83,16.45,16.75,17.0,16.87,19,57,1,420,344,3,1
20G70560,2022/2023,2,ING,Tronc_commun,19,2003,M,<5km,NON,12.31,10.12,11.25,13.36,11.0,12.52,11.76,19,57,1,420,327,3,1
20G11567,2022/2023,3,ING,GM,19,2003,M,<5km,NON,14.05,14.88,11.09,12.73,14.55,12.07,13.31,19,57,1,440,408,4,1
20G35969,2022/2023,2,ING,Tronc_commun,20,2002,F,>15km,NON,13.65,14.46,13.92,12.33,14.14,12.96,13.55,18,54,2,420,336,3,1
20G92614,2022/2023,3,ING,GE,21,2001,M,>15km,NON,11.2,12.93,9.54,11.57,12.24,10.76,11.5,18,54,2,435,359,4,1
20G86823,2022/2023,3,ING,GMP,20,2002,M,<5km,NON,17.95,19.83,16.13,17.24,19.08,16.8,17.94,19,57,1,435,360,4,1
20G18450,2022/2023,2,ING,Tronc_commun,19,2003,F,<5km,NON,16.45,19.59,16.49,18.01,18.34,17.4,17.87,20,60,0,420,361,3,1
20G22055,2022/2023,3,ING,GE,20,2002,M,<5km,NON,10.46,11.68,9.44,10.72,11.19,10.21,10.7,19,57,1,435,415,4,1
20G70423,2022/2023,2,ING,Tronc_commun,19,2003,M,>15km,NON,13.38,13.52,14.6,13.77,13.46,14.1,13.78,20,60,0,420,383,3,1
20G66774,2022/2023,3,ING,GPR,21,2001,F,5-15km,NON,19.23,18.93,17.38,20.0,19.05,18.95,19.0,20,60,0,425,323,4,1
20G13864,2022/2023,2,ING,Tronc_commun,20,2002,F,<5km,NON,9.35,11.6,9.54,9.77,10.7,9.67,10.19,18,54,2,420,384,3,1
20G56392,2022/2023,3,ING,GQHSE,19,2003,M,5-15km,OUI,11.01,12.76,9.85,11.61,12.06,10.91,11.48,18,54,2,420,254,4,1
20G46681,2022/2023,2,ING,Tronc_commun,20,2002,M,<5km,NON,12.22,11.04,9.36,8.89,11.51,9.08,10.3,19,57,1,420,317,3,1
20G90492,2022/2023,3,ING,GM,21,2001,M,>15km,NON,14.2,16.75,17.09,16.3,15.73,16.62,16.17,18,54,2,440,343,4,1
20G48680,2022/2023,3,ING,GIT,20,2002,F,>15km,NON,13.61,12.66,15.54,14.13,13.04,14.69,13.86,19,57,1,430,382,5,1
20G72787,2022/2023,3,ING,GAM,19,2003,M,5-15km,OUI,12.69,12.49,12.27,12.52,12.57,12.42,12.5,20,60,0,430,239,4,1
20G60202,2022/2023,2,ING,Tronc_commun,19,2003,F,<5km,NON,8.27,9.8,7.93,7.39,9.19,7.61,8.4,8,24,12,420,169,3,0
20G94233,2022/2023,3,ING,GIT,21,2001,M,>15km,NON,14.1,17.3,14.3,15.02,16.02,14.73,15.38,20,60,0,430,410,5,1
20G81258,2022/2023,3,ING,GESI,19,2003,F,>15km,NON,12.17,13.45,12.06,14.62,12.94,13.6,13.27,20,60,0,425,371,5,1
20G57069,2022/2023,2,ING,Tronc_commun,20,2002,F,5-15km,NON,15.54,13.23,14.55,13.02,14.16,13.63,13.89,18,54,2,420,352,3,1
20G84141,2022/2023,2,ING,Tronc_commun,21,2001,F,5-15km,NON,18.7,17.48,18.72,18.76,17.97,18.74,18.36,19,57,1,420,401,3,1
20G45446,2022/2023,3,ING,GCI,19,2003,M,5-15km,NON,13.3,14.63,12.02,12.11,14.1,12.07,13.08,20,60,0,440,392,4,1
20G88265,2022/2023,3,ING,GPR,19,2003,M,5-15km,NON,18.41,17.72,16.65,19.24,18.0,18.21,18.1,18,54,2,425,412,4,1
20G17679,2022/2023,2,ING,Tronc_commun,20,2002,F,>15km,NON,14.78,15.03,15.04,15.25,14.93,15.16,15.05,18,54,2,420,358,3,1
20G40508,2022/2023,2,ING,Tronc_commun,19,2003,M,<5km,NON,10.68,13.84,11.07,11.9,12.58,11.57,12.07,20,60,0,420,407,3,1
20G96096,2022/2023,3,ING,GE,19,2003,F,>15km,OUI,3.99,5.78,4.61,3.57,5.06,3.99,4.52,15,45,5,435,314,4,0
20G17328,2022/2023,3,ING,GPR,19,2003,F,5-15km,NON,11.84,13.05,13.39,13.19,12.57,13.27,12.92,19,57,1,425,346,4,1
20G32768,2022/2023,3,ING,GESI,19,2003,M,>15km,NON,14.84,14.81,11.26,13.86,14.82,12.82,13.82,19,57,1,425,416,5,1
20G51681,2022/2023,3,ING,GAM,21,2001,F,>15km,NON,11.62,10.14,11.07,12.14,10.74,11.71,11.22,20,60,0,430,379,4,1
20G13697,2022/2023,2,ING,Tronc_commun,21,2001,F,>15km,NON,10.73,9.48,9.75,11.61,9.98,10.87,10.42,20,60,0,420,329,3,1
20G83873,2022/2023,3,ING,GE,19,2003,M,5-15km,NON,12.87,13.62,12.65,12.2,13.32,12.38,12.85,19,57,1,435,377,4,1
20G81057,2022/2023,3,ING,GCI,20,2002,M,5-15km,NON,10.18,13.04,12.3,11.41,11.89,11.76,11.83,19,57,1,440,362,4,1
20G14975,2022/2023,3,ING,GMP,19,2003,M,<5km,NON,9.28,10.96,11.06,9.58,10.29,10.17,10.23,18,54,2,435,356,4,1
20G88861,2022/2023,2,ING,Tronc_commun,19,2003,M,>15km,NON,11.35,10.28,10.91,11.65,10.7,11.35,11.03,16,48,4,420,306,3,0
20G72650,2022/2023,2,ING,Tronc_commun,19,2003,F,>15km,NON,14.27,13.62,13.35,14.09,13.88,13.79,13.84,20,60,0,420,370,3,1
20G36406,2022/2023,2,ING,Tronc_commun,19,2003,F,>15km,NON,16.7,18.08,15.75,18.44,17.53,17.36,17.45,18,54,2,420,315,3,1
20G33260,2022/2023,3,ING,GMP,20,2002,M,<5km,NON,15.59,18.73,16.61,18.5,17.47,17.74,17.61,18,54,2,435,421,4,1
20G29360,2022/2023,3,ING,GIT,21,2001,M,<5km,NON,12.16,10.29,10.12,13.1,11.04,11.91,11.47,19,57,1,430,338,5,1
20G78982,2022/2023,3,ING,GM,20,2002,M,5-15km,NON,17.03,17.51,17.87,16.84,17.32,17.25,17.29,20,60,0,440,384,4,1
